perf_metric,perf_metric_diff,pvalue,lower,upper,feat,method,perf_metric_name,seed,outcome,taxlevel,metric,dataset,trainfrac
0.5940611111111112,6.611111111111123e-4,0.4752475247524752,0.5858333333333333,0.6002777777777778,ASV000048,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5853333333333334,0.00938888888888889,0.10891089108910892,0.5730555555555555,0.5977777777777777,ASV000049,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5994333333333334,-0.00471111111111111,0.8316831683168316,0.5891666666666666,0.6080555555555556,ASV000050,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5988805555555555,-0.00415833333333326,0.8712871287128713,0.5911111111111111,0.6083333333333333,ASV000051,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5950972222222223,-3.750000000000142e-4,0.5841584158415841,0.586388888888889,0.6016666666666667,ASV000052,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6065666666666667,-0.01184444444444443,0.9207920792079208,0.5880555555555556,0.6222222222222222,ASV000053,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5983333333333334,-0.00361111111111112,0.693069306930693,0.5763888888888888,0.616111111111111,ASV000054,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5884777777777778,0.00624444444444449,0.0891089108910891,0.5788888888888889,0.5955555555555555,ASV000055,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5973805555555556,-0.00265833333333331,0.6633663366336634,0.5838888888888889,0.6094444444444445,ASV000056,rf,AUC,100,idsa,asv,AUC,int,0.8
0.592425,0.00229722222222228,0.4158415841584158,0.5769444444444445,0.6033333333333334,ASV000058,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5907722222222223,0.00395,0.10891089108910892,0.5838888888888889,0.5955555555555555,ASV000060,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5956527777777778,-9.305555555555456e-4,0.6633663366336634,0.59,0.6013888888888889,ASV000061,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5935027777777778,0.00121944444444443,0.18811881188118812,0.5913888888888889,0.5963888888888889,ASV000062,rf,AUC,100,idsa,asv,AUC,int,0.8
0.584825,0.00989722222222222,0.099009900990099,0.5691666666666667,0.5980555555555556,ASV000063,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5943111111111111,4.1111111111113985e-4,0.49504950495049505,0.5866666666666667,0.6008333333333333,ASV000065,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5971555555555556,-0.00243333333333328,0.7524752475247525,0.5886111111111111,0.6036111111111111,ASV000066,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5923833333333334,0.00233888888888889,0.22772277227722773,0.5855555555555556,0.6,ASV000067,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5928555555555556,0.00186666666666668,0.37623762376237624,0.5808333333333333,0.6033333333333334,ASV000068,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5778361111111111,0.01688611111111115,0.07920792079207921,0.56,0.5983333333333334,ASV000069,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5929722222222222,0.00175000000000002,0.16831683168316833,0.5872222222222222,0.5961111111111111,ASV000070,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5943138888888889,4.083333333333439e-4,0.45544554455445546,0.5838888888888889,0.6016666666666667,ASV000071,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5951416666666667,-4.194444444444167e-4,0.6039603960396039,0.5875,0.6008333333333333,ASV000072,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6026027777777778,-0.00788055555555555,0.801980198019802,0.5844444444444444,0.6152777777777778,ASV000073,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5906777777777777,0.00404444444444451,0.13861386138613865,0.5830555555555555,0.5983333333333334,ASV000076,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5990861111111111,-0.00436388888888883,0.8514851485148515,0.5911111111111111,0.6080555555555556,ASV000077,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5946638888888889,5.833333333338242e-5,0.4752475247524752,0.5880555555555556,0.5997222222222223,ASV000078,rf,AUC,100,idsa,asv,AUC,int,0.8
0.594075,6.472222222222435e-4,0.48514851485148514,0.5827777777777777,0.6019444444444444,ASV000079,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5976,-0.00287777777777775,0.7326732673267327,0.5888888888888889,0.6063888888888889,ASV000081,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5914388888888888,0.00328333333333341,0.1188118811881188,0.5861111111111111,0.5972222222222222,ASV000082,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5944833333333334,2.388888888888996e-4,0.504950495049505,0.5858333333333333,0.6022222222222222,ASV000085,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5925333333333334,0.0021888888888889,0.21782178217821785,0.5863888888888888,0.5983333333333334,ASV000086,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5972777777777778,-0.00255555555555553,0.6237623762376238,0.5836111111111111,0.6083333333333334,ASV000087,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5986972222222222,-0.00397499999999995,0.8712871287128713,0.5913888888888889,0.6061111111111112,ASV000092,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6047027777777778,-0.00998055555555554,0.8712871287128713,0.5886111111111111,0.6175,ASV000093,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5960888888888889,-0.00136666666666662,0.6138613861386139,0.5875,0.6041666666666666,ASV000094,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5954888888888888,-7.666666666665822e-4,0.48514851485148514,0.5861111111111111,0.6052777777777778,ASV000096,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5971,-0.0023777777777777,0.6237623762376238,0.5794444444444444,0.6111111111111112,ASV000098,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5938111111111111,9.111111111111958e-4,0.49504950495049505,0.5777777777777778,0.6080555555555556,ASV000099,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6000277777777778,-0.00530555555555556,0.8316831683168316,0.5891666666666667,0.6088888888888889,ASV000100,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5906694444444445,0.00405277777777779,0.1188118811881188,0.5827777777777778,0.5963888888888889,ASV000101,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5984166666666667,-0.00369444444444444,0.7821782178217822,0.5883333333333334,0.6069444444444444,ASV000102,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5957055555555556,-9.83333333333336e-4,0.5841584158415841,0.5888888888888889,0.6025,ASV000103,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5932083333333333,0.00151388888888892,0.2871287128712871,0.5875,0.5975,ASV000107,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6045555555555555,-0.00983333333333325,0.8910891089108911,0.5819444444444445,0.6238888888888888,ASV000108,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5969055555555556,-0.00218333333333331,0.7029702970297029,0.5886111111111111,0.6052777777777778,ASV000110,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5994472222222222,-0.00472499999999997,0.8217821782178217,0.5888888888888889,0.6088888888888889,ASV000112,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5969972222222222,-0.00227499999999991,0.8910891089108911,0.5919444444444445,0.6016666666666667,ASV000118,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5966277777777778,-0.00190555555555549,0.6336633663366337,0.5869444444444445,0.6052777777777778,ASV000119,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5930833333333333,0.00163888888888896,0.36633663366336633,0.5825,0.6,ASV000120,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5938083333333334,9.138888888888808e-4,0.4455445544554455,0.5830555555555555,0.6016666666666667,ASV000121,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5940277777777778,6.94444444444442e-4,0.37623762376237624,0.5872222222222222,0.6005555555555556,ASV000122,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5949027777777778,-1.8055555555551717e-4,0.5544554455445545,0.5902777777777778,0.5997222222222223,ASV000123,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5920888888888889,0.00263333333333337,0.297029702970297,0.5783333333333334,0.6005555555555555,ASV000124,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5931861111111111,0.00153611111111118,0.32673267326732675,0.5855555555555556,0.6008333333333333,ASV000127,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5919583333333334,0.00276388888888889,0.37623762376237624,0.58,0.6013888888888889,ASV000130,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5937194444444445,0.00100277777777779,0.37623762376237624,0.5858333333333333,0.6002777777777778,ASV000134,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5915305555555556,0.0031916666666667,0.12871287128712872,0.5852777777777778,0.5975,ASV000135,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5968027777777778,-0.00208055555555553,0.7623762376237624,0.5919444444444445,0.6016666666666667,ASV000136,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6031972222222223,-0.00847500000000001,0.8118811881188119,0.5677777777777778,0.6222222222222222,ASV000141,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5948888888888889,-1.666666666666483e-4,0.46534653465346537,0.5847222222222223,0.6052777777777778,ASV000145,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5929833333333333,0.00173888888888895,0.4158415841584158,0.5822222222222222,0.6005555555555555,ASV000152,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5955194444444445,-7.972222222222269e-4,0.6534653465346535,0.5905555555555556,0.5988888888888889,ASV000154,rf,AUC,100,idsa,asv,AUC,int,0.8
0.590175,0.00454722222222225,0.24752475247524752,0.5769444444444445,0.5986111111111111,ASV000156,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6009777777777778,-0.00625555555555557,0.8316831683168316,0.5866666666666667,0.6141666666666666,ASV000165,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5920472222222222,0.00267500000000009,0.22772277227722773,0.5838888888888889,0.5986111111111111,ASV000172,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5956888888888889,-9.666666666666712e-4,0.5445544554455446,0.5780555555555555,0.6116666666666667,ASV000184,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5972777777777778,-0.00255555555555553,0.7425742574257426,0.5891666666666667,0.6055555555555555,ASV000192,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5940916666666667,6.305555555555786e-4,0.45544554455445546,0.5813888888888888,0.6047222222222223,ASV000195,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5920444444444445,0.00267777777777777,0.16831683168316833,0.5875,0.5966666666666667,ASV000212,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5994722222222222,-0.00474999999999992,0.7821782178217822,0.5897222222222223,0.6122222222222222,ASV000213,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5940305555555556,6.91666666666646e-4,0.49504950495049505,0.5736111111111111,0.6094444444444445,ASV000214,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5924861111111112,0.0022361111111111,0.39603960396039606,0.5808333333333333,0.6005555555555556,ASV000222,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5868083333333334,0.00791388888888888,0.2376237623762376,0.5611111111111111,0.6091666666666666,ASV000224,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5993694444444444,-0.00464722222222213,0.8910891089108911,0.5902777777777778,0.6063888888888889,ASV000226,rf,AUC,100,idsa,asv,AUC,int,0.8
0.59775,-0.00302777777777774,0.7722772277227723,0.5902777777777778,0.6047222222222222,ASV000236,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5919416666666667,0.00278055555555556,0.3564356435643564,0.5730555555555555,0.6063888888888889,ASV000244,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5940944444444445,6.277777777777827e-4,0.4257425742574258,0.5783333333333334,0.6105555555555555,ASV000250,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5895666666666667,0.00515555555555558,0.099009900990099,0.5827777777777777,0.5955555555555555,ASV000258,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5953,-5.777777777777882e-4,0.5643564356435643,0.5886111111111111,0.6019444444444444,ASV000265,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5982333333333333,-0.00351111111111102,0.8316831683168316,0.5908333333333333,0.6061111111111112,ASV000266,rf,AUC,100,idsa,asv,AUC,int,0.8
0.594625,9.722222222230403e-5,0.49504950495049505,0.5886111111111111,0.5994444444444444,ASV000273,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5952,-4.7777777777768815e-4,0.6237623762376238,0.5847222222222223,0.6038888888888889,ASV000279,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5974472222222222,-0.00272499999999997,0.7227722772277227,0.5888888888888889,0.6044444444444445,ASV000297,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5953861111111111,-6.638888888887973e-4,0.5742574257425742,0.5911111111111111,0.6,ASV000309,rf,AUC,100,idsa,asv,AUC,int,0.8
0.595175,-4.527777777777464e-4,0.6336633663366337,0.59,0.5994444444444444,ASV000313,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5923611111111111,0.00236111111111114,0.26732673267326734,0.5858333333333333,0.5997222222222223,ASV000314,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5959583333333334,-0.0012361111111111,0.6336633663366337,0.5866666666666667,0.6044444444444445,ASV000336,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5905472222222222,0.00417500000000004,0.19801980198019803,0.5794444444444444,0.6005555555555555,ASV000345,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5960444444444445,-0.00132222222222222,0.6336633663366337,0.5888888888888889,0.6033333333333333,ASV000365,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5941861111111111,5.361111111111816e-4,0.4257425742574258,0.5897222222222223,0.5980555555555556,ASV000373,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5974305555555556,-0.00270833333333331,0.9207920792079208,0.5925,0.6011111111111112,ASV000402,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5928194444444445,0.0019027777777778,0.2871287128712871,0.5863888888888888,0.5963888888888889,ASV000404,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5916722222222223,0.00304999999999999,0.16831683168316833,0.5861111111111111,0.5977777777777777,ASV000431,rf,AUC,100,idsa,asv,AUC,int,0.8
0.59515,-4.2777777777769366e-4,0.5445544554455446,0.5913888888888889,0.5988888888888889,ASV000435,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5945138888888889,2.083333333333659e-4,0.4752475247524752,0.5847222222222223,0.6038888888888889,ASV000451,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5958083333333334,-0.00108611111111112,0.9108910891089108,0.5938888888888889,0.5977777777777777,ASV000456,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5976333333333333,-0.00291111111111108,0.900990099009901,0.5925,0.6019444444444445,ASV000462,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5962444444444445,-0.0015222222222222,0.693069306930693,0.5916666666666667,0.6011111111111112,ASV000473,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5969888888888889,-0.00226666666666663,0.801980198019802,0.5911111111111111,0.6016666666666667,ASV000497,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5829805555555555,0.01174166666666676,0.0297029702970297,0.5683333333333334,0.5944444444444444,ASV000545,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5974472222222222,-0.00272499999999997,0.7524752475247525,0.5902777777777778,0.6033333333333334,ASV000548,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5910444444444445,0.00367777777777778,0.1188118811881188,0.5852777777777778,0.5961111111111111,ASV000605,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5916138888888889,0.00310833333333337,0.27722772277227725,0.5808333333333333,0.6027777777777777,ASV000688,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5978222222222223,-0.00309999999999999,0.7623762376237624,0.5838888888888889,0.6055555555555556,ASV000695,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5961361111111111,-0.00141388888888882,0.6237623762376238,0.5872222222222222,0.6055555555555555,ASV000700,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5929972222222222,0.00172500000000008,0.33663366336633666,0.5855555555555556,0.5994444444444444,ASV000814,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6002277777777778,-0.00550555555555554,0.7821782178217822,0.5875,0.6127777777777778,ASV000833,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5933444444444445,0.00137777777777781,0.31683168316831684,0.5888888888888889,0.5969444444444445,ASV001081,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5943111111111111,4.1111111111113985e-4,0.45544554455445546,0.5891666666666666,0.5988888888888889,ASV001164,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5945555555555555,1.6666666666675933e-4,0.5445544554455446,0.5911111111111111,0.5975,ASV001258,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5954388888888889,-7.166666666665877e-4,0.7029702970297029,0.5905555555555555,0.5994444444444444,ASV001282,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5991361111111111,-0.00441388888888882,0.9801980198019802,0.5938888888888889,0.6030555555555556,ASV001299,rf,AUC,100,idsa,asv,AUC,int,0.8
0.6004583333333333,-0.00573611111111105,1,0.595,0.6061111111111112,ASV001303,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5947749999999999,-5.2777777777679447e-5,0.46534653465346537,0.5913888888888889,0.5997222222222223,ASV001479,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5898138888888889,0.0049083333333334,0.15841584158415842,0.5791666666666666,0.5975,ASV001534,rf,AUC,100,idsa,asv,AUC,int,0.8
0.5957694444444445,-0.00104722222222219,0.6831683168316832,0.5916666666666667,0.5997222222222223,ASV002375,rf,AUC,100,idsa,asv,AUC,int,0.8
0.59425,4.7222222222231824e-4,0.24752475247524752,0.5919444444444445,0.5966666666666667,ASV002530,rf,AUC,100,idsa,asv,AUC,int,0.8
0.500375,-0.00759722222222225,0.8811881188118812,0.4847222222222222,0.51,ASV000001,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4920694444444445,7.083333333333108e-4,0.46534653465346537,0.4794444444444445,0.5030555555555556,ASV000002,rf,AUC,101,idsa,asv,AUC,int,0.8
0.5069416666666666,-0.01416388888888886,0.99009900990099,0.49277777777777776,0.5202777777777777,ASV000003,rf,AUC,101,idsa,asv,AUC,int,0.8
0.5047472222222222,-0.01196944444444447,1,0.495,0.5125,ASV000004,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4849111111111111,0.00786666666666663,0.21782178217821785,0.4672222222222222,0.49916666666666665,ASV000005,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4831111111111111,0.00966666666666665,0.1485148514851485,0.4622222222222222,0.5044444444444445,ASV000006,rf,AUC,101,idsa,asv,AUC,int,0.8
0.496375,-0.00359722222222225,0.9801980198019802,0.4913888888888889,0.5002777777777778,ASV000007,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4927388888888889,3.88888888888661e-5,0.4455445544554455,0.48388888888888887,0.49972222222222223,ASV000008,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4977361111111111,-0.00495833333333334,0.801980198019802,0.48444444444444446,0.5072222222222222,ASV000009,rf,AUC,101,idsa,asv,AUC,int,0.8
0.49435277777777775,-0.00157499999999999,0.5445544554455446,0.4580555555555555,0.5225,ASV000010,rf,AUC,101,idsa,asv,AUC,int,0.8
0.49387777777777775,-0.00109999999999998,0.6039603960396039,0.4811111111111111,0.5041666666666667,ASV000011,rf,AUC,101,idsa,asv,AUC,int,0.8
0.476725,0.01605277777777775,0.0297029702970297,0.4625,0.48944444444444446,ASV000012,rf,AUC,101,idsa,asv,AUC,int,0.8
0.48933055555555555,0.00344722222222221,0.33663366336633666,0.4775,0.5019444444444444,ASV000013,rf,AUC,101,idsa,asv,AUC,int,0.8
0.5061972222222222,-0.01341944444444442,1,0.4963888888888889,0.5138888888888888,ASV000014,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4885055555555555,0.00427222222222223,0.12871287128712872,0.47888888888888886,0.49444444444444446,ASV000015,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4888361111111111,0.00394166666666667,0.15841584158415842,0.4825,0.495,ASV000016,rf,AUC,101,idsa,asv,AUC,int,0.8
0.4978111111111111,-0.00503333333333333,0.8217821782178217,0.4852777777777778,0.5077777777777778,ASV000017,rf,AUC,101,idsa,asv,AUC,int,0.8
