Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,tp,fp,tn,fn,net_benefit,nns,decision_threshold,strategy,outcome,taxlevel,metric,dataset,trainfrac,method,seed
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.4996114996114997,39.6,0.35000000000000003,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.6245791245791246,39.6,0.4,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.7722681359044994,39.6,0.45,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.9494949494949494,39.6,0.5,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.166105499438833,39.6,0.55,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.4368686868686873,39.6,0.6000000000000001,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.7849927849927851,39.6,0.65,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.2491582491582496,39.6,0.7000000000000001,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.898989898989899,39.6,0.75,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-3.8737373737373746,39.6,0.8,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-5.498316498316502,39.6,0.8500000000000001,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-8.747474747474747,39.6,0.9,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-18.49494949494952,39.6,0.95,all,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.05,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.1,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,none,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,none,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,model,attrib,OTU,AUC,int,0.8,rf,102
0.4,0.8704663212435233,0.07407407407407407,0.9824561403508772,0.07407407407407407,0.4,0.125,0.02525252525252525,0.0101010101010101,0.13636363636363635,0.6352331606217616,2,25,168,3,0.00345560871876661,13.5,0.05,model,attrib,OTU,AUC,int,0.8,rf,102
0.4,0.9689119170984456,0.25000000000000006,0.9842105263157896,0.25,0.4,0.3076923076923077,0.02525252525252525,0.0101010101010101,0.04040404040404041,0.6844559585492228,2,6,187,3,0.00673400673400673,3.999999999999999,0.1,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,model,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,model,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.02604997341839447,39.6,0.05,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.0830527497194164,39.6,0.1,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.14676173499702916,39.6,0.15000000000000002,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.21843434343434345,39.6,0.2,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.29966329966329963,39.6,0.25,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.39249639249639257,39.6,0.30000000000000004,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.4996114996114997,39.6,0.35000000000000003,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.6245791245791246,39.6,0.4,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.7722681359044994,39.6,0.45,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.9494949494949494,39.6,0.5,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.166105499438833,39.6,0.55,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.4368686868686873,39.6,0.6000000000000001,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.7849927849927851,39.6,0.65,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.2491582491582496,39.6,0.7000000000000001,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.898989898989899,39.6,0.75,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-3.8737373737373746,39.6,0.8,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-5.498316498316502,39.6,0.8500000000000001,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-8.747474747474747,39.6,0.9,all,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-18.49494949494952,39.6,0.95,all,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.05,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.1,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,none,attrib,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,none,attrib,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,0.04545454545454545,22,0,model,allcause,OTU,AUC,int,0.8,rf,100
0.6666666666666666,0.544973544973545,0.06521739130434782,0.9716981132075472,0.06521739130434782,0.6666666666666666,0.11881188118811882,0.04545454545454545,0.0303030303030303,0.46464646464646464,0.6058201058201058,6,86,103,3,0.0074428495481127,15.333333333333334,0.05,model,allcause,OTU,AUC,int,0.8,rf,100
0.2222222222222222,0.7883597883597884,0.04761904761904761,0.9551282051282052,0.04761904761904761,0.2222222222222222,0.0784313725490196,0.04545454545454545,0.0101010101010101,0.21212121212121213,0.5052910052910053,2,40,149,7,-0.01234567901234568,21,0.1,model,allcause,OTU,AUC,int,0.8,rf,100
0.1111111111111111,0.91005291005291,0.05555555555555552,0.9555555555555556,0.05555555555555555,0.1111111111111111,0.07407407407407407,0.04545454545454545,0.00505050505050505,0.09090909090909093,0.5105820105820106,1,17,172,8,-0.0101010101010101,18.00000000000001,0.15000000000000002,model,allcause,OTU,AUC,int,0.8,rf,100
0.1111111111111111,0.9365079365079364,0.07692307692307691,0.9567567567567568,0.07692307692307693,0.1111111111111111,0.09090909090909093,0.04545454545454545,0.00505050505050505,0.06565656565656566,0.5238095238095238,1,12,177,8,-0.0101010101010101,13.000000000000002,0.2,model,allcause,OTU,AUC,int,0.8,rf,100
0.1111111111111111,0.9788359788359788,0.2,0.9585492227979274,0.2,0.1111111111111111,0.14285714285714285,0.04545454545454545,0.00505050505050505,0.02525252525252525,0.544973544973545,1,4,185,8,-0.00168350168350168,5,0.25,model,allcause,OTU,AUC,int,0.8,rf,100
0,0.9947089947089948,0,0.9543147208121828,0,0,NA,0.04545454545454545,0,0.00505050505050505,0.4973544973544973,0,1,188,9,-0.00216450216450216,Inf,0.30000000000000004,model,allcause,OTU,AUC,int,0.8,rf,100
0,0.9947089947089948,0,0.9543147208121828,0,0,NA,0.04545454545454545,0,0.00505050505050505,0.4973544973544973,0,1,188,9,-0.00271950271950272,Inf,0.35000000000000003,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.4,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.45,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.5,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.55,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.6000000000000001,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.65,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.7000000000000001,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.75,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8500000000000001,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.9,model,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.95,model,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,0.04545454545454545,22,0,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.00478468899521531,22,0.05,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.06060606060606062,22,0.1,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.12299465240641716,22,0.15000000000000002,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.19318181818181815,22,0.2,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.2727272727272727,22,0.25,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.3636363636363637,22,0.30000000000000004,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.4685314685314686,22,0.35000000000000003,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.590909090909091,22,0.4,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.7355371900826446,22,0.45,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.9090909090909092,22,0.5,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.1212121212121215,22,0.55,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.3863636363636371,22,0.6000000000000001,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.7272727272727275,22,0.65,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-2.1818181818181825,22,0.7000000000000001,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-2.8181818181818183,22,0.75,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-3.772727272727274,22,0.8,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-5.363636363636367,22,0.8500000000000001,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-8.545454545454549,22,0.9,all,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-18.09090909090912,22,0.95,all,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.05,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.1,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.15000000000000002,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.2,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.25,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.30000000000000004,none,allcause,OTU,AUC,int,0.8,rf,100
