.threshold,recall,precision,outcome,taxlevel,metric,dataset,trainfrac,method,seed
0.014,0.4,0.01333333333333333,attrib,OTU,AUC,full,0.8,rf,104
0.012,0.4,0.01219512195121951,attrib,OTU,AUC,full,0.8,rf,104
0.01,0.4,0.01111111111111111,attrib,OTU,AUC,full,0.8,rf,104
0.008,0.6,0.01507537688442211,attrib,OTU,AUC,full,0.8,rf,104
0.006,0.8,0.01877934272300469,attrib,OTU,AUC,full,0.8,rf,104
0.004,1,0.02212389380530973,attrib,OTU,AUC,full,0.8,rf,104
0.002,1,0.02155172413793103,attrib,OTU,AUC,full,0.8,rf,104
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,104
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,105
0.328,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.312,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.294,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.212,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.184,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.144,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.128,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.124,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.118,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.116,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.096,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.092,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.086,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.084,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.082,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.068,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.066,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.064,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.06,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.058,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.054,0,0,attrib,OTU,AUC,full,0.8,rf,105
0.052,0.2,0.02857142857142857,attrib,OTU,AUC,full,0.8,rf,105
0.05,0.2,0.02777777777777777,attrib,OTU,AUC,full,0.8,rf,105
0.048,0.2,0.02631578947368421,attrib,OTU,AUC,full,0.8,rf,105
0.046,0.2,0.02564102564102564,attrib,OTU,AUC,full,0.8,rf,105
0.042,0.2,0.025,attrib,OTU,AUC,full,0.8,rf,105
0.04,0.2,0.02439024390243902,attrib,OTU,AUC,full,0.8,rf,105
0.038,0.2,0.02272727272727272,attrib,OTU,AUC,full,0.8,rf,105
0.034,0.2,0.0217391304347826,attrib,OTU,AUC,full,0.8,rf,105
0.032,0.2,0.02083333333333333,attrib,OTU,AUC,full,0.8,rf,105
0.03,0.2,0.02040816326530612,attrib,OTU,AUC,full,0.8,rf,105
0.028,0.2,0.0196078431372549,attrib,OTU,AUC,full,0.8,rf,105
0.026,0.2,0.01785714285714285,attrib,OTU,AUC,full,0.8,rf,105
0.024,0.2,0.01724137931034482,attrib,OTU,AUC,full,0.8,rf,105
0.022,0.2,0.01639344262295082,attrib,OTU,AUC,full,0.8,rf,105
0.02,0.2,0.01538461538461538,attrib,OTU,AUC,full,0.8,rf,105
0.018,0.2,0.01388888888888888,attrib,OTU,AUC,full,0.8,rf,105
0.016,0.4,0.025,attrib,OTU,AUC,full,0.8,rf,105
0.014,0.4,0.02105263157894736,attrib,OTU,AUC,full,0.8,rf,105
0.012,0.4,0.0198019801980198,attrib,OTU,AUC,full,0.8,rf,105
0.01,0.4,0.01739130434782608,attrib,OTU,AUC,full,0.8,rf,105
0.008,0.4,0.01526717557251908,attrib,OTU,AUC,full,0.8,rf,105
0.006,0.4,0.01282051282051282,attrib,OTU,AUC,full,0.8,rf,105
0.004,0.4,0.01156069364161849,attrib,OTU,AUC,full,0.8,rf,105
0.002,0.4,0.0100502512562814,attrib,OTU,AUC,full,0.8,rf,105
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,105
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,106
0.138,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.112,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.1,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.096,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.092,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.09,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.08,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.076,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.074,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.068,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.066,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.064,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.06,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.058,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.056,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.054,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.052,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.05,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.048,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.046,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.042,0,0,attrib,OTU,AUC,full,0.8,rf,106
0.04,0.2,0.02325581395348837,attrib,OTU,AUC,full,0.8,rf,106
0.038,0.2,0.0217391304347826,attrib,OTU,AUC,full,0.8,rf,106
0.036,0.2,0.0196078431372549,attrib,OTU,AUC,full,0.8,rf,106
0.034,0.4,0.03333333333333333,attrib,OTU,AUC,full,0.8,rf,106
0.032,0.4,0.02898550724637681,attrib,OTU,AUC,full,0.8,rf,106
0.03,0.4,0.02469135802469135,attrib,OTU,AUC,full,0.8,rf,106
0.028,0.8,0.0449438202247191,attrib,OTU,AUC,full,0.8,rf,106
0.026,0.8,0.04210526315789473,attrib,OTU,AUC,full,0.8,rf,106
0.024,0.8,0.03883495145631067,attrib,OTU,AUC,full,0.8,rf,106
0.022,0.8,0.03361344537815126,attrib,OTU,AUC,full,0.8,rf,106
0.02,0.8,0.03007518796992481,attrib,OTU,AUC,full,0.8,rf,106
0.018,0.8,0.02877697841726619,attrib,OTU,AUC,full,0.8,rf,106
0.016,0.8,0.02684563758389261,attrib,OTU,AUC,full,0.8,rf,106
0.014,0.8,0.0238095238095238,attrib,OTU,AUC,full,0.8,rf,106
0.012,0.8,0.02150537634408602,attrib,OTU,AUC,full,0.8,rf,106
0.01,0.8,0.01941747572815533,attrib,OTU,AUC,full,0.8,rf,106
0.008,0.8,0.0184331797235023,attrib,OTU,AUC,full,0.8,rf,106
0.006,1,0.0219298245614035,attrib,OTU,AUC,full,0.8,rf,106
0.004,1,0.02164502164502164,attrib,OTU,AUC,full,0.8,rf,106
0.002,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,106
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,107
0.134,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.102,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.094,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.086,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.082,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.078,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.076,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.074,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.068,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.06,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.058,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.056,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.054,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.052,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.05,0,0,attrib,OTU,AUC,full,0.8,rf,107
0.046,0.2,0.03225806451612903,attrib,OTU,AUC,full,0.8,rf,107
0.044,0.2,0.02941176470588235,attrib,OTU,AUC,full,0.8,rf,107
0.042,0.2,0.02777777777777777,attrib,OTU,AUC,full,0.8,rf,107
0.04,0.2,0.025,attrib,OTU,AUC,full,0.8,rf,107
0.038,0.2,0.0217391304347826,attrib,OTU,AUC,full,0.8,rf,107
0.036,0.2,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,107
0.034,0.2,0.0196078431372549,attrib,OTU,AUC,full,0.8,rf,107
0.032,0.2,0.01851851851851851,attrib,OTU,AUC,full,0.8,rf,107
0.03,0.2,0.01694915254237288,attrib,OTU,AUC,full,0.8,rf,107
0.028,0.2,0.01515151515151515,attrib,OTU,AUC,full,0.8,rf,107
0.026,0.2,0.01388888888888888,attrib,OTU,AUC,full,0.8,rf,107
0.024,0.6,0.03614457831325301,attrib,OTU,AUC,full,0.8,rf,107
0.022,0.6,0.03061224489795918,attrib,OTU,AUC,full,0.8,rf,107
0.02,0.6,0.02777777777777777,attrib,OTU,AUC,full,0.8,rf,107
0.018,0.6,0.02542372881355932,attrib,OTU,AUC,full,0.8,rf,107
0.016,0.8,0.02985074626865671,attrib,OTU,AUC,full,0.8,rf,107
0.014,0.8,0.02684563758389261,attrib,OTU,AUC,full,0.8,rf,107
0.012,0.8,0.02453987730061349,attrib,OTU,AUC,full,0.8,rf,107
0.01,1,0.0273224043715847,attrib,OTU,AUC,full,0.8,rf,107
0.008,1,0.02564102564102564,attrib,OTU,AUC,full,0.8,rf,107
0.006,1,0.02369668246445497,attrib,OTU,AUC,full,0.8,rf,107
0.004,1,0.0219298245614035,attrib,OTU,AUC,full,0.8,rf,107
0.002,1,0.02155172413793103,attrib,OTU,AUC,full,0.8,rf,107
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,107
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,108
0.418,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.22,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.214,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.182,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.166,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.156,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.14,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.136,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.134,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.126,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.124,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.106,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.102,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.096,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.09,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.088,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.084,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.082,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.08,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.076,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.074,0,0,attrib,OTU,AUC,full,0.8,rf,108
0.072,0.2,0.03703703703703703,attrib,OTU,AUC,full,0.8,rf,108
0.07,0.2,0.03571428571428571,attrib,OTU,AUC,full,0.8,rf,108
0.066,0.2,0.03125,attrib,OTU,AUC,full,0.8,rf,108
0.062,0.2,0.0303030303030303,attrib,OTU,AUC,full,0.8,rf,108
0.06,0.2,0.02857142857142857,attrib,OTU,AUC,full,0.8,rf,108
0.058,0.2,0.02702702702702703,attrib,OTU,AUC,full,0.8,rf,108
0.056,0.2,0.02631578947368421,attrib,OTU,AUC,full,0.8,rf,108
0.054,0.2,0.02564102564102564,attrib,OTU,AUC,full,0.8,rf,108
0.05,0.2,0.02439024390243902,attrib,OTU,AUC,full,0.8,rf,108
0.048,0.2,0.02272727272727272,attrib,OTU,AUC,full,0.8,rf,108
0.046,0.2,0.0217391304347826,attrib,OTU,AUC,full,0.8,rf,108
0.044,0.2,0.02083333333333333,attrib,OTU,AUC,full,0.8,rf,108
0.042,0.2,0.02040816326530612,attrib,OTU,AUC,full,0.8,rf,108
0.04,0.2,0.01923076923076923,attrib,OTU,AUC,full,0.8,rf,108
0.038,0.2,0.0175438596491228,attrib,OTU,AUC,full,0.8,rf,108
0.036,0.4,0.03225806451612903,attrib,OTU,AUC,full,0.8,rf,108
0.034,0.4,0.03076923076923077,attrib,OTU,AUC,full,0.8,rf,108
0.032,0.4,0.02857142857142857,attrib,OTU,AUC,full,0.8,rf,108
0.03,0.4,0.02631578947368421,attrib,OTU,AUC,full,0.8,rf,108
0.028,0.4,0.025,attrib,OTU,AUC,full,0.8,rf,108
0.026,0.4,0.02325581395348837,attrib,OTU,AUC,full,0.8,rf,108
0.024,0.4,0.02197802197802198,attrib,OTU,AUC,full,0.8,rf,108
0.022,0.4,0.02150537634408602,attrib,OTU,AUC,full,0.8,rf,108
0.02,0.6,0.02912621359223301,attrib,OTU,AUC,full,0.8,rf,108
0.018,0.6,0.02702702702702703,attrib,OTU,AUC,full,0.8,rf,108
0.016,0.6,0.02459016393442623,attrib,OTU,AUC,full,0.8,rf,108
0.014,0.6,0.02272727272727272,attrib,OTU,AUC,full,0.8,rf,108
0.012,0.6,0.02083333333333333,attrib,OTU,AUC,full,0.8,rf,108
0.01,0.8,0.025,attrib,OTU,AUC,full,0.8,rf,108
0.008,0.8,0.02247191011235955,attrib,OTU,AUC,full,0.8,rf,108
0.006,0.8,0.02072538860103627,attrib,OTU,AUC,full,0.8,rf,108
0.004,0.8,0.01913875598086124,attrib,OTU,AUC,full,0.8,rf,108
0.002,0.8,0.01777777777777777,attrib,OTU,AUC,full,0.8,rf,108
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,108
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,109
0.162,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.158,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.136,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.12,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.118,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.102,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.1,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.098,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.092,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.082,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.08,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.078,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.076,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.074,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.072,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.07,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.068,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.066,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.064,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.062,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.06,0,0,attrib,OTU,AUC,full,0.8,rf,109
0.058,0.2,0.03225806451612903,attrib,OTU,AUC,full,0.8,rf,109
0.056,0.2,0.02941176470588235,attrib,OTU,AUC,full,0.8,rf,109
0.054,0.2,0.02702702702702703,attrib,OTU,AUC,full,0.8,rf,109
0.052,0.2,0.025,attrib,OTU,AUC,full,0.8,rf,109
0.05,0.2,0.02325581395348837,attrib,OTU,AUC,full,0.8,rf,109
0.048,0.2,0.0217391304347826,attrib,OTU,AUC,full,0.8,rf,109
0.046,0.2,0.02083333333333333,attrib,OTU,AUC,full,0.8,rf,109
0.044,0.2,0.0196078431372549,attrib,OTU,AUC,full,0.8,rf,109
0.042,0.2,0.01818181818181818,attrib,OTU,AUC,full,0.8,rf,109
0.04,0.2,0.0175438596491228,attrib,OTU,AUC,full,0.8,rf,109
0.038,0.2,0.01639344262295082,attrib,OTU,AUC,full,0.8,rf,109
0.036,0.2,0.015625,attrib,OTU,AUC,full,0.8,rf,109
0.034,0.2,0.0144927536231884,attrib,OTU,AUC,full,0.8,rf,109
0.032,0.2,0.0136986301369863,attrib,OTU,AUC,full,0.8,rf,109
0.03,0.2,0.01298701298701298,attrib,OTU,AUC,full,0.8,rf,109
0.028,0.2,0.01123595505617977,attrib,OTU,AUC,full,0.8,rf,109
0.026,0.4,0.02040816326530612,attrib,OTU,AUC,full,0.8,rf,109
0.024,0.4,0.01923076923076923,attrib,OTU,AUC,full,0.8,rf,109
0.022,0.6,0.02631578947368421,attrib,OTU,AUC,full,0.8,rf,109
0.02,0.8,0.03100775193798449,attrib,OTU,AUC,full,0.8,rf,109
0.018,0.8,0.02836879432624113,attrib,OTU,AUC,full,0.8,rf,109
0.016,0.8,0.0261437908496732,attrib,OTU,AUC,full,0.8,rf,109
0.014,0.8,0.0238095238095238,attrib,OTU,AUC,full,0.8,rf,109
0.012,0.8,0.0223463687150838,attrib,OTU,AUC,full,0.8,rf,109
0.01,0.8,0.02094240837696335,attrib,OTU,AUC,full,0.8,rf,109
0.008,0.8,0.01970443349753694,attrib,OTU,AUC,full,0.8,rf,109
0.006,1,0.0228310502283105,attrib,OTU,AUC,full,0.8,rf,109
0.004,1,0.0219298245614035,attrib,OTU,AUC,full,0.8,rf,109
0.002,1,0.02164502164502164,attrib,OTU,AUC,full,0.8,rf,109
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,109
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,110
0.144,0.2,1,attrib,OTU,AUC,full,0.8,rf,110
0.12,0.2,0.5,attrib,OTU,AUC,full,0.8,rf,110
0.116,0.2,0.3333333333333333,attrib,OTU,AUC,full,0.8,rf,110
0.092,0.2,0.2,attrib,OTU,AUC,full,0.8,rf,110
0.086,0.2,0.16666666666666666,attrib,OTU,AUC,full,0.8,rf,110
0.076,0.2,0.125,attrib,OTU,AUC,full,0.8,rf,110
0.068,0.2,0.1,attrib,OTU,AUC,full,0.8,rf,110
0.066,0.2,0.09090909090909093,attrib,OTU,AUC,full,0.8,rf,110
0.06,0.2,0.06666666666666667,attrib,OTU,AUC,full,0.8,rf,110
0.058,0.2,0.0588235294117647,attrib,OTU,AUC,full,0.8,rf,110
0.054,0.2,0.05555555555555555,attrib,OTU,AUC,full,0.8,rf,110
0.052,0.2,0.04761904761904761,attrib,OTU,AUC,full,0.8,rf,110
0.05,0.2,0.04166666666666666,attrib,OTU,AUC,full,0.8,rf,110
0.048,0.2,0.03333333333333333,attrib,OTU,AUC,full,0.8,rf,110
0.046,0.2,0.0303030303030303,attrib,OTU,AUC,full,0.8,rf,110
0.044,0.2,0.02777777777777777,attrib,OTU,AUC,full,0.8,rf,110
0.042,0.2,0.02564102564102564,attrib,OTU,AUC,full,0.8,rf,110
0.04,0.2,0.02272727272727272,attrib,OTU,AUC,full,0.8,rf,110
0.038,0.2,0.0196078431372549,attrib,OTU,AUC,full,0.8,rf,110
0.036,0.2,0.0175438596491228,attrib,OTU,AUC,full,0.8,rf,110
0.034,0.2,0.01639344262295082,attrib,OTU,AUC,full,0.8,rf,110
0.032,0.2,0.0144927536231884,attrib,OTU,AUC,full,0.8,rf,110
0.03,0.2,0.01388888888888888,attrib,OTU,AUC,full,0.8,rf,110
0.028,0.2,0.0125,attrib,OTU,AUC,full,0.8,rf,110
0.026,0.2,0.01162790697674418,attrib,OTU,AUC,full,0.8,rf,110
0.024,0.4,0.0196078431372549,attrib,OTU,AUC,full,0.8,rf,110
0.022,0.4,0.01851851851851851,attrib,OTU,AUC,full,0.8,rf,110
0.02,0.6,0.02479338842975206,attrib,OTU,AUC,full,0.8,rf,110
0.018,0.8,0.03007518796992481,attrib,OTU,AUC,full,0.8,rf,110
0.016,0.8,0.02631578947368421,attrib,OTU,AUC,full,0.8,rf,110
0.014,0.8,0.02339181286549707,attrib,OTU,AUC,full,0.8,rf,110
0.012,1,0.02793296089385474,attrib,OTU,AUC,full,0.8,rf,110
0.01,1,0.02564102564102564,attrib,OTU,AUC,full,0.8,rf,110
0.008,1,0.02427184466019417,attrib,OTU,AUC,full,0.8,rf,110
0.006,1,0.02252252252252252,attrib,OTU,AUC,full,0.8,rf,110
0.004,1,0.02212389380530973,attrib,OTU,AUC,full,0.8,rf,110
0.002,1,0.02136752136752136,attrib,OTU,AUC,full,0.8,rf,110
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,110
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,111
0.128,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.114,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.11,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.098,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.09,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.076,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.074,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.072,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.07,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.068,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.066,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.062,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.06,0,0,attrib,OTU,AUC,full,0.8,rf,111
0.058,0.2,0.04761904761904761,attrib,OTU,AUC,full,0.8,rf,111
0.056,0.2,0.04347826086956521,attrib,OTU,AUC,full,0.8,rf,111
0.052,0.2,0.04,attrib,OTU,AUC,full,0.8,rf,111
0.05,0.2,0.03703703703703703,attrib,OTU,AUC,full,0.8,rf,111
0.048,0.2,0.03571428571428571,attrib,OTU,AUC,full,0.8,rf,111
0.044,0.2,0.03125,attrib,OTU,AUC,full,0.8,rf,111
0.042,0.2,0.02631578947368421,attrib,OTU,AUC,full,0.8,rf,111
0.04,0.2,0.02272727272727272,attrib,OTU,AUC,full,0.8,rf,111
0.038,0.2,0.02040816326530612,attrib,OTU,AUC,full,0.8,rf,111
0.036,0.2,0.0175438596491228,attrib,OTU,AUC,full,0.8,rf,111
0.034,0.2,0.01612903225806451,attrib,OTU,AUC,full,0.8,rf,111
0.032,0.2,0.0144927536231884,attrib,OTU,AUC,full,0.8,rf,111
0.03,0.2,0.01351351351351351,attrib,OTU,AUC,full,0.8,rf,111
0.028,0.2,0.01282051282051282,attrib,OTU,AUC,full,0.8,rf,111
0.026,0.2,0.01162790697674418,attrib,OTU,AUC,full,0.8,rf,111
0.024,0.2,0.01041666666666666,attrib,OTU,AUC,full,0.8,rf,111
0.022,0.2,0.009009009009009,attrib,OTU,AUC,full,0.8,rf,111
0.02,0.4,0.01639344262295082,attrib,OTU,AUC,full,0.8,rf,111
0.018,0.6,0.02238805970149253,attrib,OTU,AUC,full,0.8,rf,111
0.016,0.8,0.02816901408450704,attrib,OTU,AUC,full,0.8,rf,111
0.014,0.8,0.0248447204968944,attrib,OTU,AUC,full,0.8,rf,111
0.012,0.8,0.02285714285714285,attrib,OTU,AUC,full,0.8,rf,111
0.01,1,0.0267379679144385,attrib,OTU,AUC,full,0.8,rf,111
0.008,1,0.02525252525252525,attrib,OTU,AUC,full,0.8,rf,111
0.006,1,0.02336448598130841,attrib,OTU,AUC,full,0.8,rf,111
0.004,1,0.02222222222222222,attrib,OTU,AUC,full,0.8,rf,111
0.002,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,111
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,112
0.254,0,0,attrib,OTU,AUC,full,0.8,rf,112
0.24,0.2,0.3333333333333333,attrib,OTU,AUC,full,0.8,rf,112
0.22,0.4,0.5,attrib,OTU,AUC,full,0.8,rf,112
0.21,0.4,0.4,attrib,OTU,AUC,full,0.8,rf,112
0.196,0.4,0.3333333333333333,attrib,OTU,AUC,full,0.8,rf,112
0.17,0.4,0.2857142857142857,attrib,OTU,AUC,full,0.8,rf,112
0.148,0.4,0.25,attrib,OTU,AUC,full,0.8,rf,112
0.138,0.4,0.2222222222222222,attrib,OTU,AUC,full,0.8,rf,112
0.134,0.4,0.18181818181818185,attrib,OTU,AUC,full,0.8,rf,112
0.132,0.4,0.16666666666666666,attrib,OTU,AUC,full,0.8,rf,112
0.114,0.4,0.15384615384615383,attrib,OTU,AUC,full,0.8,rf,112
0.112,0.4,0.14285714285714285,attrib,OTU,AUC,full,0.8,rf,112
0.11,0.4,0.13333333333333333,attrib,OTU,AUC,full,0.8,rf,112
0.106,0.4,0.125,attrib,OTU,AUC,full,0.8,rf,112
0.086,0.4,0.1176470588235294,attrib,OTU,AUC,full,0.8,rf,112
0.082,0.4,0.1111111111111111,attrib,OTU,AUC,full,0.8,rf,112
0.08,0.4,0.1,attrib,OTU,AUC,full,0.8,rf,112
0.078,0.4,0.09523809523809525,attrib,OTU,AUC,full,0.8,rf,112
0.066,0.4,0.09090909090909093,attrib,OTU,AUC,full,0.8,rf,112
0.062,0.4,0.08695652173913043,attrib,OTU,AUC,full,0.8,rf,112
0.06,0.4,0.08333333333333333,attrib,OTU,AUC,full,0.8,rf,112
0.058,0.4,0.08,attrib,OTU,AUC,full,0.8,rf,112
0.056,0.4,0.07692307692307693,attrib,OTU,AUC,full,0.8,rf,112
0.054,0.4,0.06896551724137931,attrib,OTU,AUC,full,0.8,rf,112
0.052,0.4,0.06451612903225806,attrib,OTU,AUC,full,0.8,rf,112
0.05,0.4,0.06060606060606061,attrib,OTU,AUC,full,0.8,rf,112
0.048,0.4,0.0588235294117647,attrib,OTU,AUC,full,0.8,rf,112
0.046,0.4,0.05714285714285714,attrib,OTU,AUC,full,0.8,rf,112
0.044,0.4,0.05405405405405406,attrib,OTU,AUC,full,0.8,rf,112
0.042,0.6,0.07692307692307693,attrib,OTU,AUC,full,0.8,rf,112
0.04,0.6,0.07317073170731707,attrib,OTU,AUC,full,0.8,rf,112
0.038,0.6,0.06818181818181818,attrib,OTU,AUC,full,0.8,rf,112
0.036,0.6,0.06382978723404255,attrib,OTU,AUC,full,0.8,rf,112
0.034,0.6,0.06,attrib,OTU,AUC,full,0.8,rf,112
0.032,0.6,0.05660377358490566,attrib,OTU,AUC,full,0.8,rf,112
0.03,0.6,0.05454545454545454,attrib,OTU,AUC,full,0.8,rf,112
0.028,0.6,0.05084745762711865,attrib,OTU,AUC,full,0.8,rf,112
0.026,0.6,0.05,attrib,OTU,AUC,full,0.8,rf,112
0.024,0.6,0.04545454545454545,attrib,OTU,AUC,full,0.8,rf,112
0.022,0.6,0.04225352112676056,attrib,OTU,AUC,full,0.8,rf,112
0.02,0.6,0.04,attrib,OTU,AUC,full,0.8,rf,112
0.018,0.6,0.0379746835443038,attrib,OTU,AUC,full,0.8,rf,112
0.016,0.6,0.03370786516853932,attrib,OTU,AUC,full,0.8,rf,112
0.014,0.6,0.02941176470588235,attrib,OTU,AUC,full,0.8,rf,112
0.012,0.6,0.02459016393442623,attrib,OTU,AUC,full,0.8,rf,112
0.01,0.8,0.02898550724637681,attrib,OTU,AUC,full,0.8,rf,112
0.008,0.8,0.02580645161290322,attrib,OTU,AUC,full,0.8,rf,112
0.006,0.8,0.02298850574712643,attrib,OTU,AUC,full,0.8,rf,112
0.004,0.8,0.02105263157894736,attrib,OTU,AUC,full,0.8,rf,112
0.002,1,0.0238095238095238,attrib,OTU,AUC,full,0.8,rf,112
0,1,0.02127659574468085,attrib,OTU,AUC,full,0.8,rf,112
Inf,0,1,attrib,OTU,AUC,full,0.8,rf,113
0.158,0,0,attrib,OTU,AUC,full,0.8,rf,113
0.138,0,0,attrib,OTU,AUC,full,0.8,rf,113
0.1,0,0,attrib,OTU,AUC,full,0.8,rf,113
0.096,0,0,attrib,OTU,AUC,full,0.8,rf,113
