effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	2	-0.0012680912808568166	-6.340456404284083e-4	-68.33759000205575	-0.03603994554566127	1
Residuals	3929	0.03645380706531027	9.278138728763113e-6	NA	1.0360399455456613	NA
Total	3931	0.03518571578445345	NA	NA	1	NA
