effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
plate_location	94	8.009023915188023e-4	8.520238207646833e-6	0.9507730528925433	0.02276214576463654	0.7372627372627373
Residuals	3837	0.03438481339293466	8.96137956552897e-6	NA	0.9772378542353635	NA
Total	3931	0.03518571578445346	NA	NA	1	NA
