effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
miseq_run	13	-4.102972411271636e-4	-3.1561326240551045e-5	-3.4739080503654782	-0.011660903636027497	1
Residuals	3918	0.03559601302558064	9.085250899841919e-6	NA	1.0116609036360276	NA
Total	3931	0.035185715784453474	NA	NA	1	NA
